variable,max_lat_N,min_lat_S,max_long_E,min_long_W,start_time,end_time,temporal_resolution,spatial_resolution,temporal_agg_type,spatial_agg_type,min,max,file_size,file_name
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,0.5,mean,min,255.3,263.61,0.03,2m_temperature_t2_s1_1733815605840_mean_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,0.5,mean,max,255.9,264.09,0.03,2m_temperature_t2_s1_1733815605840_mean_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,1.0,mean,mean,256.01,263.43,0.02,2m_temperature_t2_s2_1733815605840_mean_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,1.0,mean,min,255.3,262.86,0.02,2m_temperature_t2_s2_1733815605840_mean_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,1.0,mean,max,256.52,264.09,0.02,2m_temperature_t2_s2_1733815605840_mean_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,0.5,min,mean,228.32,244.31,0.03,2m_temperature_t2_s1_1733815605840_min_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,0.5,min,min,226.68,244.17,0.03,2m_temperature_t2_s1_1733815605840_min_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,0.5,min,max,229.5,244.74,0.03,2m_temperature_t2_s1_1733815605840_min_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,1.0,min,mean,229.84,244.09,0.02,2m_temperature_t2_s2_1733815605840_min_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,1.0,min,min,226.68,243.57,0.02,2m_temperature_t2_s2_1733815605840_min_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,1.0,min,max,232.32,244.74,0.02,2m_temperature_t2_s2_1733815605840_min_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,0.5,max,mean,275.04,283.29,0.03,2m_temperature_t2_s1_1733815605840_max_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,0.5,max,min,275.02,281.79,0.03,2m_temperature_t2_s1_1733815605840_max_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,0.5,max,max,275.05,284.75,0.03,2m_temperature_t2_s1_1733815605840_max_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,1.0,max,mean,275.05,282.34,0.02,2m_temperature_t2_s2_1733815605840_max_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,1.0,max,min,275.02,280.71,0.02,2m_temperature_t2_s2_1733815605840_max_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,1.0,max,max,275.07,284.75,0.02,2m_temperature_t2_s2_1733815605840_max_max.nc
